date,weekday,l_count,l_food,l_drink,l_total,l_avg,d_count,d_food,d_drink,d_total,d_avg,to_count,to_food,to_drink,to_total,to_avg,bq_count,bq_food,bq_drink,bq_total,bq_avg,bg_count,bg_food,bg_drink,bg_tent,bg_goods,bg_total,bg_avg,room_fee,ticket,grand_total
2023-04-01,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-02,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-03,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-04,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-05,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-09,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-10,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-11,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-12,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-13,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-14,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-15,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-16,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-17,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-18,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-19,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-20,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-21,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-22,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-23,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-24,月,10,0,0,18080,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-25,火,13,0,0,46525,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-26,水,24,0,0,68740,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-27,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-28,金,30,0,0,100760,0,21,0,0,336070,0,3,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-29,土,30,0,0,156940,0,26,0,0,297660,0,16,0,0,7700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-30,日,29,0,0,146630,0,13,0,0,161910,0,5,0,0,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-01,月,32,0,0,124820,0,4,0,0,44160,0,1,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-02,火,29,0,0,114180,0,26,0,0,288240,0,3,0,0,1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-03,水,25,0,0,115120,0,30,0,0,424030,0,3,0,0,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-04,木,32,0,0,162940,0,25,0,0,351130,0,7,0,0,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-05,金,32,0,0,172410,0,19,0,0,259170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-06,土,25,0,0,148750,0,27,0,0,329910,0,11,0,0,8050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-07,日,36,0,0,209550,0,2,0,0,33770,0,7,0,0,3850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-08,月,33,0,0,134180,0,4,0,0,55800,0,1,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-09,火,30,0,0,146880,0,2,0,0,14350,0,4,0,0,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-10,水,31,0,0,165700,0,7,0,0,112160,0,4,0,0,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-11,木,38,0,0,173130,0,20,0,0,236410,0,3,0,0,2450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-12,金,24,0,0,105730,0,23,0,0,308120,0,7,0,0,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-13,土,27,0,0,138710,0,35,0,0,476550,0,6,0,0,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-14,日,28,0,0,142080,0,11,0,0,162470,0,7,0,0,5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-15,月,37,0,0,164100,0,2,0,0,21700,0,6,0,0,4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-16,火,29,0,0,132250,0,12,0,0,162580,0,4,0,0,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-17,水,40,0,0,175320,0,13,0,0,185680,0,2,0,0,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-18,木,33,0,0,148490,0,5,0,0,66210,0,0,0,0,0,0,71,0,0,379233,0,0,0,0,0,0,0,0,0,0,0
2023-05-19,金,36,0,0,135170,0,13,0,0,176630,0,10,0,0,6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-20,土,33,0,0,160120,0,12,0,0,173020,0,13,0,0,9550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-21,日,34,0,0,176500,0,18,0,0,257220,0,26,0,0,13500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-22,月,44,0,0,130090,0,3,0,0,71050,0,4,0,0,3250,0,12,0,0,62640,0,0,0,0,0,0,0,0,0,0,0
2023-05-23,火,37,0,0,167830,0,12,0,0,118617,0,13,0,0,11650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-24,水,34,0,0,141240,0,12,0,0,149690,0,4,0,0,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-25,木,30,0,0,124570,0,17,0,0,267730,0,5,0,0,3000,0,27,0,0,187920,0,0,0,0,0,0,0,0,0,0,0
2023-05-26,金,27,0,0,93150,0,16,0,0,205690,0,5,0,0,4300,0,65,0,0,237075,0,0,0,0,0,0,0,0,0,0,0
2023-05-27,土,29,0,0,151780,0,27,0,0,326610,0,23,0,0,11300,0,0,0,0,0,0,247,0,0,0,0,884000,0,0,0,0
2023-05-28,日,23,0,0,113920,0,9,0,0,122080,0,9,0,0,6750,0,0,0,0,0,0,130,0,0,0,0,576200,0,0,0,0
2023-05-29,月,17,0,0,56700,0,21,0,0,256820,0,12,0,0,5800,0,10,0,0,52200,0,40,0,0,0,0,197800,0,0,0,0
2023-05-30,火,30,0,0,118070,0,12,0,0,145580,0,3,0,0,2100,0,0,0,0,0,0,19,0,0,0,0,74900,0,0,0,0
2023-05-31,水,35,0,0,135050,0,17,0,0,76560,0,5,0,0,2050,0,0,0,0,0,0,70,0,0,0,0,241850,0,0,0,0
2023-06-01,木,29,0,0,108990,0,10,0,0,171500,0,11,0,0,6350,0,66,0,0,287100,0,122,0,0,0,0,433200,0,0,0,0
2023-06-02,金,29,0,0,115440,0,20,0,0,294830,0,11,0,0,5900,0,0,0,0,0,0,86,0,0,0,0,393050,0,0,0,0
2023-06-03,土,30,0,0,130820,0,21,0,0,255300,0,20,0,0,15950,0,0,0,0,0,0,89,0,0,0,0,342450,0,0,0,0
2023-06-04,日,32,0,0,175790,0,11,0,0,138230,0,9,0,0,7150,0,0,0,0,0,0,65,0,0,0,0,234700,0,0,0,0
2023-06-05,月,33,0,0,133090,0,6,0,0,100430,0,5,0,0,3250,0,0,0,0,0,0,29,0,0,0,0,105450,0,0,0,0
2023-06-06,火,34,0,0,153770,0,13,0,0,216580,0,9,0,0,5600,0,0,0,0,0,0,63,0,0,0,0,254350,0,0,0,0
2023-06-07,水,29,0,0,99790,0,7,0,0,111980,0,5,0,0,2250,0,0,0,0,0,0,43,0,0,0,0,180750,0,0,0,0
2023-06-08,木,34,0,0,134820,0,18,0,0,199820,0,7,0,0,3150,0,0,0,0,0,0,132,0,0,0,0,508050,0,0,0,0
2023-06-09,金,31,0,0,123010,0,26,0,0,362300,0,14,0,0,8200,0,0,0,0,0,0,44,0,0,0,0,171600,0,0,0,0
2023-06-10,土,32,0,0,151350,0,24,0,0,293670,0,19,0,0,9450,0,0,0,0,0,0,251,0,0,0,0,775950,0,0,0,0
2023-06-11,日,26,0,0,138500,0,16,0,0,169700,0,18,0,0,7950,0,0,0,0,0,0,357,0,0,0,0,1369250,0,0,0,0
2023-06-12,月,38,0,0,157410,0,10,0,0,120160,0,8,0,0,3600,0,0,0,0,0,0,133,0,0,0,0,534700,0,0,0,0
2023-06-13,火,25,0,0,99440,0,13,0,0,145690,0,8,0,0,5150,0,0,0,0,0,0,82,0,0,0,0,306850,0,0,0,0
2023-06-14,水,39,0,0,204970,0,9,0,0,74730,0,16,0,0,7000,0,22,0,0,153120,0,140,0,0,0,0,414950,0,0,0,0
2023-06-15,木,31,0,0,146470,0,3,0,0,27610,0,3,0,0,3000,0,0,0,0,0,0,302,0,0,0,0,1371750,0,0,0,0
2023-06-16,金,32,0,0,119010,0,28,0,0,379650,0,15,0,0,7800,0,0,0,0,0,0,219,0,0,0,0,874850,0,0,0,0
2023-06-17,土,32,0,0,183340,0,33,0,0,386290,0,18,0,0,8700,0,0,0,0,0,0,443,0,0,0,0,1770950,0,0,0,0
2023-06-18,日,31,0,0,156720,0,12,0,0,174410,0,8,0,0,4650,0,0,0,0,0,0,137,0,0,0,0,590300,0,0,0,0
2023-06-19,月,36,0,0,143680,0,4,0,0,51970,0,10,0,0,5500,0,31,0,0,215760,0,132,0,0,0,0,560900,0,0,0,0
2023-06-20,火,40,0,0,154530,0,16,0,0,181660,0,9,0,0,3150,0,6,0,0,5481,0,169,0,0,0,0,712500,0,0,0,0
2023-06-21,水,30,0,0,163010,0,21,0,0,255680,0,10,0,0,4700,0,0,0,0,0,0,200,0,0,0,0,839550,0,0,0,0
2023-06-22,木,34,0,0,136600,0,16,0,0,205800,0,10,0,0,5150,0,0,0,0,0,0,149,0,0,0,0,534550,0,0,0,0
2023-06-23,金,17,0,0,62470,0,16,0,0,202100,0,10,0,0,10100,0,120,0,0,555017,0,160,0,0,0,0,672000,0,0,0,0
2023-06-24,土,38,0,0,196620,0,14,0,0,180720,0,23,0,0,11600,0,51,0,0,268830,0,413,0,0,0,0,1678200,0,0,0,0
2023-06-25,日,36,0,0,173650,0,20,0,0,241160,0,12,0,0,11200,0,0,0,0,0,0,435,0,0,0,0,1793100,0,0,0,0
2023-06-26,月,37,0,0,163280,0,13,0,0,168170,0,5,0,0,1950,0,0,0,0,0,0,210,0,0,0,0,736300,0,0,0,0
2023-06-27,火,33,0,0,120660,0,27,0,0,294360,0,3,0,0,1350,0,15,0,0,107010,0,259,0,0,0,0,1102500,0,0,0,0
2023-06-28,水,31,0,0,126810,0,18,0,0,214925,0,8,0,0,4600,0,27,0,0,147030,0,240,0,0,0,0,897000,0,0,0,0
2023-06-29,木,33,0,0,145850,0,33,0,0,660000,0,11,0,0,4950,0,0,0,0,0,0,87,0,0,0,0,340900,0,0,0,0
2023-06-30,金,22,0,0,81610,0,10,0,0,138930,0,15,0,0,8450,0,18,0,0,101790,0,118,0,0,0,0,454050,0,0,0,0
2023-07-01,土,38,0,0,186720,0,7,0,0,54500,0,10,0,0,6250,0,0,0,0,0,0,217,0,0,0,0,1014100,0,0,0,0
2023-07-02,日,30,0,0,114710,0,12,0,0,151290,0,3,0,0,3050,0,0,0,0,0,0,279,0,0,0,0,1152450,0,0,0,0
2023-07-03,月,32,0,0,136330,0,4,0,0,51260,0,5,0,0,2250,0,0,0,0,0,0,154,0,0,0,0,667550,0,0,0,0
2023-07-04,火,39,0,0,150920,0,3,0,0,27500,0,5,0,0,3350,0,0,0,0,0,0,201,0,0,0,0,808100,0,0,0,0
2023-07-05,水,34,0,0,152210,0,7,0,0,80670,0,12,0,0,8300,0,0,0,0,0,0,264,0,0,0,0,1095450,0,0,0,0
2023-07-06,木,30,0,0,94260,0,0,0,0,0,0,9,0,0,4950,0,0,0,0,0,0,305,0,0,0,0,1606550,0,0,0,0
2023-07-07,金,35,0,0,157610,0,9,0,0,93700,0,15,0,0,9700,0,0,0,0,0,0,392,0,0,0,0,1776600,0,0,0,0
2023-07-08,土,36,0,0,175510,0,22,0,0,276690,0,50,0,0,36830,0,11,0,0,57420,0,565,0,0,0,0,2543200,0,0,0,0
2023-07-09,日,34,0,0,178060,0,9,0,0,79860,0,10,0,0,7860,0,0,0,0,0,0,513,0,0,0,0,2290800,0,0,0,0
2023-07-10,月,27,0,0,119000,0,23,0,0,230540,0,8,0,0,6290,0,0,0,0,0,0,293,0,0,0,0,1209200,0,0,0,0
2023-07-11,火,38,0,0,127250,0,24,0,0,329770,0,33,0,0,26020,0,0,0,0,0,0,181,0,0,0,0,809150,0,0,0,0
2023-07-12,水,30,0,0,111110,0,20,0,0,85820,0,24,0,0,17780,0,0,0,0,0,0,175,0,0,0,0,797350,0,0,0,0
2023-07-13,木,38,0,0,164860,0,12,0,0,106560,0,17,0,0,10300,0,15,0,0,110925,0,220,0,0,0,0,950750,0,0,0,0
2023-07-14,金,26,0,0,86730,0,17,0,0,195950,0,19,0,0,17010,0,0,0,0,0,0,373,0,0,0,0,1716650,0,0,0,0
2023-07-15,土,31,0,0,153420,0,30,0,0,396660,0,16,0,0,12630,0,0,0,0,0,0,252,0,0,0,0,1238100,0,0,0,0
2023-07-16,日,26,0,0,144460,0,26,0,0,309570,0,60,0,0,38820,0,0,0,0,0,0,660,0,0,0,0,2859500,0,0,0,0
2023-07-17,月,29,0,0,154230,0,8,0,0,120900,0,19,0,0,13700,0,0,0,0,0,0,353,0,0,0,0,1453000,0,0,0,0
2023-07-18,火,35,0,0,127630,0,11,0,0,124320,0,4,0,0,1200,0,0,0,0,0,0,280,0,0,0,0,1124900,0,0,0,0
2023-07-19,水,26,0,0,89470,0,8,0,0,50100,0,10,0,0,7990,0,0,0,0,0,0,410,0,0,0,0,1824200,0,0,0,0
2023-07-20,木,36,0,0,137930,0,22,0,0,275040,0,13,0,0,11320,0,0,0,0,0,0,440,0,0,0,0,1916150,0,0,0,0
2023-07-21,金,33,0,0,144990,0,22,0,0,239050,0,22,0,0,15960,0,0,0,0,0,0,509,0,0,0,0,2344750,0,0,0,0
2023-07-22,土,39,0,0,180040,0,34,0,0,370930,0,23,0,0,16380,0,0,0,0,0,0,717,0,0,0,0,3013450,0,0,0,0
2023-07-23,日,31,0,0,170400,0,25,0,0,371450,0,14,0,0,10910,0,0,0,0,0,0,453,0,0,0,0,1856550,0,0,0,0
2023-07-24,月,29,0,0,109380,0,5,0,0,58290,0,14,0,0,11360,0,0,0,0,0,0,314,0,0,0,0,1372100,0,0,0,0
2023-07-25,火,35,0,0,178750,0,31,0,0,347540,0,9,0,0,7870,0,17,0,0,90080,0,315,0,0,0,0,1600950,0,0,0,0
2023-07-26,水,34,0,0,117230,0,35,0,0,417660,0,26,0,0,18830,0,95,0,0,537225,0,334,0,0,0,0,1391400,0,0,0,0
2023-07-27,木,33,0,0,159050,0,14,0,0,146010,0,27,0,0,27420,0,0,0,0,0,0,335,0,0,0,0,1640850,0,0,0,0
2023-07-28,金,38,0,0,175190,0,2,0,0,15400,0,39,0,0,33070,0,0,0,0,0,0,410,0,0,0,0,2115300,0,0,0,0
2023-07-29,土,30,0,0,172330,0,26,0,0,408230,0,29,0,0,20750,0,0,0,0,0,0,487,0,0,0,0,2513250,0,0,0,0
2023-07-30,日,39,0,0,206410,0,15,0,0,173290,0,28,0,0,20180,0,13,0,0,79170,0,389,0,0,0,0,1663350,0,0,0,0
2023-07-31,月,31,0,0,110390,0,13,0,0,181070,0,14,0,0,11180,0,28,0,0,198360,0,246,0,0,0,0,976900,0,0,0,0
2023-08-01,火,31,0,0,102190,0,14,0,0,195180,0,13,0,0,13320,0,0,0,0,0,0,342,0,0,0,0,1582850,0,0,0,0
2023-08-02,水,33,0,0,151380,0,21,0,0,244910,0,27,0,0,25120,0,0,0,0,0,0,310,0,0,0,0,1428300,0,0,0,0
2023-08-03,木,17,0,0,69240,0,10,0,0,148370,0,35,0,0,25140,0,25,0,0,130500,0,316,0,0,0,0,1262750,0,0,0,0
2023-08-04,金,30,0,0,128320,0,20,0,0,236200,0,16,0,0,10530,0,19,0,0,115710,0,343,0,0,0,0,1739150,0,0,0,0
2023-08-05,土,13,0,0,63730,0,26,0,0,328890,0,18,0,0,14810,0,0,0,0,0,0,570,0,0,0,0,2638350,0,0,0,0
2023-08-06,日,25,0,0,147740,0,17,0,0,230150,0,15,0,0,11600,0,0,0,0,0,0,288,0,0,0,0,1107800,0,0,0,0
2023-08-07,月,31,0,0,99110,0,12,0,0,110700,0,25,0,0,17650,0,0,0,0,0,0,322,0,0,0,0,1441400,0,0,0,0
2023-08-08,火,36,0,0,176990,0,17,0,0,155810,0,10,0,0,7080,0,0,0,0,0,0,376,0,0,0,0,1954950,0,0,0,0
2023-08-09,水,33,0,0,139670,0,16,0,0,178550,0,15,0,0,14290,0,0,0,0,0,0,391,0,0,0,0,1685400,0,0,0,0
2023-08-10,木,19,0,0,82970,0,11,0,0,106780,0,19,0,0,18380,0,0,0,0,0,0,441,0,0,0,0,1922750,0,0,0,0
2023-08-11,金,31,0,0,185700,0,26,0,0,270560,0,34,0,0,25000,0,0,0,0,0,0,447,0,0,0,0,2227150,0,0,0,0
2023-08-12,土,19,0,0,91040,0,30,0,0,304660,0,40,0,0,36780,0,0,0,0,0,0,505,0,0,0,0,2326700,0,0,0,0
2023-08-13,日,14,0,0,64380,0,19,0,0,200390,0,18,0,0,21560,0,0,0,0,0,0,527,0,0,0,0,2284350,0,0,0,0
2023-08-14,月,21,0,0,96240,0,14,0,0,165000,0,25,0,0,18720,0,0,0,0,0,0,456,0,0,0,0,1941150,0,0,0,0
2023-08-15,火,33,0,0,137960,0,20,0,0,260310,0,21,0,0,10250,0,0,0,0,0,0,477,0,0,0,0,2011750,0,0,0,0
2023-08-16,水,33,0,0,177030,0,14,0,0,107360,0,26,0,0,15220,0,0,0,0,0,0,215,0,0,0,0,839700,0,0,0,0
2023-08-17,木,28,0,0,93100,0,7,0,0,114450,0,27,0,0,23650,0,0,0,0,0,0,277,0,0,0,0,975050,0,0,0,0
2023-08-18,金,34,0,0,129440,0,10,0,0,110580,0,10,0,0,6890,0,0,0,0,0,0,387,0,0,0,0,1828650,0,0,0,0
2023-08-19,土,25,0,0,114880,0,21,0,0,262230,0,22,0,0,13980,0,0,0,0,0,0,515,0,0,0,0,2302400,0,0,0,0
2023-08-20,日,25,0,0,132610,0,17,0,0,171910,0,29,0,0,19470,0,0,0,0,0,0,428,0,0,0,0,1797850,0,0,0,0
2023-08-21,月,23,0,0,89480,0,13,0,0,136230,0,6,0,0,4500,0,0,0,0,0,0,329,0,0,0,0,1355750,0,0,0,0
2023-08-22,火,47,0,0,202610,0,16,0,0,151560,0,14,0,0,12450,0,0,0,0,0,0,281,0,0,0,0,1313000,0,0,0,0
2023-08-23,水,28,0,0,146730,0,12,0,0,152760,0,18,0,0,13340,0,0,0,0,0,0,258,0,0,0,0,1240400,0,0,0,0
2023-08-24,木,35,0,0,149180,0,14,0,0,168560,0,12,0,0,8190,0,0,0,0,0,0,230,0,0,0,0,1166100,0,0,0,0
2023-08-25,金,30,0,0,133230,0,20,0,0,270930,0,12,0,0,10240,0,31,0,0,161820,0,265,0,0,0,0,1324050,0,0,0,0
2023-08-26,土,36,0,0,197660,0,26,0,0,326110,0,44,0,0,35700,0,0,0,0,0,0,407,0,0,0,0,1780800,0,0,0,0
2023-08-27,日,30,0,0,131260,0,19,0,0,220910,0,9,0,0,9190,0,0,0,0,0,0,341,0,0,0,0,1594850,0,0,0,0
2023-08-28,月,31,0,0,160350,0,8,0,0,130790,0,17,0,0,14400,0,0,0,0,0,0,209,0,0,0,0,832100,0,0,0,0
2023-08-29,火,39,0,0,181100,0,6,0,0,77990,0,10,0,0,6750,0,0,0,0,0,0,259,0,0,0,0,1184300,0,0,0,0
2023-08-30,水,21,0,0,94370,0,17,0,0,215060,0,17,0,0,14970,0,0,0,0,0,0,322,0,0,0,0,1216400,0,0,0,0
2023-08-31,木,30,0,0,138530,0,18,0,0,217850,0,3,0,0,2210,0,0,0,0,0,0,259,0,0,0,0,1040450,0,0,0,0
2023-09-01,金,39,0,0,175200,0,6,0,0,104750,0,10,0,0,6690,0,0,0,0,0,0,263,0,0,0,0,1240890,0,0,0,0
2023-09-02,土,43,0,0,174060,0,23,0,0,265520,0,11,0,0,8810,0,0,0,0,0,0,368,0,0,0,0,1697250,0,0,0,0
2023-09-03,日,27,0,0,166470,0,8,0,0,97680,0,12,0,0,13340,0,0,0,0,0,0,343,0,0,0,0,1522550,0,0,0,0
2023-09-04,月,22,0,0,89530,0,13,0,0,172030,0,7,0,0,5450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-05,火,26,0,0,114660,0,16,0,0,143090,0,7,0,0,5650,0,8,0,0,52200,0,0,0,0,0,0,0,0,0,0,0
2023-09-06,水,25,0,0,95670,0,32,0,0,396000,0,11,0,0,10400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-07,木,24,0,0,105250,0,10,0,0,110440,0,14,0,0,11180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-08,金,34,0,0,136810,0,20,0,0,312400,0,16,0,0,11470,0,17,0,0,88740,0,0,0,0,0,0,0,0,0,0,0
2023-09-09,土,27,0,0,148770,0,30,0,0,346580,0,9,0,0,8310,0,0,0,0,0,0,80,0,0,0,0,90760,0,0,0,0
2023-09-10,日,16,0,0,100920,0,8,0,0,54399,0,8,0,0,6830,0,0,0,0,0,0,73,0,0,0,0,85790,0,0,0,0
2023-09-11,月,23,0,0,105420,0,19,0,0,242200,0,5,0,0,3700,0,0,0,0,0,0,19,0,0,0,0,21930,0,0,0,0
2023-09-12,火,39,0,0,143070,0,6,0,0,84370,0,12,0,0,12560,0,13,0,0,67860,0,28,0,0,0,0,31860,0,0,0,0
2023-09-13,水,28,0,0,125050,0,20,0,0,220790,0,11,0,0,6300,0,0,0,0,0,0,58,0,0,0,0,75900,0,0,0,0
2023-09-14,木,33,0,0,125050,0,8,0,0,90520,0,4,0,0,3250,0,0,0,0,0,0,32,0,0,0,0,36450,0,0,0,0
2023-09-15,金,18,0,0,69380,0,15,0,0,151821,0,9,0,0,5850,0,0,0,0,0,0,49,0,0,0,0,71190,0,0,0,0
2023-09-16,土,31,0,0,195600,0,26,0,0,373040,0,30,0,0,18160,0,0,0,0,0,0,118,0,0,0,0,122560,0,0,0,0
2023-09-17,日,30,0,0,208970,0,27,0,0,296530,0,16,0,0,12540,0,0,0,0,0,0,109,0,0,0,0,130210,0,0,0,0
2023-09-18,月,20,0,0,82810,0,33,0,0,445900,0,11,0,0,10680,0,0,0,0,0,0,59,0,0,0,0,53510,0,0,0,0
2023-09-19,火,34,0,0,151990,0,8,0,0,62020,0,9,0,0,6730,0,0,0,0,0,0,45,0,0,0,0,54080,0,0,0,0
2023-09-20,水,19,0,0,79690,0,28,0,0,231880,0,5,0,0,2950,0,0,0,0,0,0,31,0,0,0,0,31590,0,0,0,0
2023-09-21,木,25,0,0,96780,0,13,0,0,165690,0,3,0,0,2000,0,0,0,0,0,0,24,0,0,0,0,34600,0,0,0,0
2023-09-22,金,36,0,0,159700,0,17,0,0,196420,0,17,0,0,7780,0,0,0,0,0,0,47,0,0,0,0,54840,0,0,0,0
2023-09-23,土,28,0,0,127520,0,31,0,0,352460,0,21,0,0,15010,0,0,0,0,0,0,91,0,0,0,0,109880,0,0,0,0
