date,weekday,l_count,l_food,l_drink,l_total,l_avg,d_count,d_food,d_drink,d_total,d_avg,to_total,seat_fee,lock_fee,flower,curry,grand_total
2024-09-14,土,33,127930,5710,133640,4049,38,404360,66090,470450,12380,124390,37400,0,0,0,641490
2024-09-15,日,37,142450,23290,165740,4479,40,372900,59570,432470,10811,61230,26400,0,0,0,624610
2024-09-16,月,30,86900,12310,99210,3307,37,316470,56670,373140,10084,160960,31900,0,0,0,504250
2024-09-17,火,0,0,0,0,0,38,339680,108090,447770,11783,55330,6600,0,0,0,454370
2024-09-18,水,0,0,0,0,0,36,329670,76580,406250,11284,99080,20350,1650,0,0,428250
2024-09-19,木,0,0,0,0,0,38,350680,65760,416440,10958,65780,23650,1210,0,0,441300
2024-09-20,金,0,0,0,0,0,39,323620,69970,393590,10092,5380,23100,0,0,0,416690
2024-09-21,土,17,65120,12670,77790,4575,40,383680,60820,444500,11112,93430,34100,0,0,0,556390
2024-09-22,日,27,102982,20000,122982,4554,40,356400,68000,424400,10610,96440,33000,0,0,0,580382
2024-09-23,月,24,106260,17860,124120,5171,38,373450,59840,433290,11402,170710,26950,1650,0,0,586010
2024-09-24,火,0,0,0,0,0,37,295680,44040,339720,9181,84750,29700,0,0,0,369420
2024-09-25,水,0,0,0,0,0,34,332750,51380,384130,11297,61400,25850,0,0,0,409980
2024-09-26,木,0,0,0,0,0,37,301730,34600,336330,9090,43760,21450,1560,0,0,359340
2024-09-27,金,0,0,0,0,0,38,317680,46710,364390,9589,58800,28600,0,0,0,392990
2024-09-28,土,20,82148,4840,86988,4349,37,348480,34780,383260,10358,48210,19800,0,0,0,490048
2024-09-29,日,29,111210,16870,128080,4416,36,307340,40770,348110,9669,177850,24200,0,0,0,500390
2024-09-30,月,0,0,0,0,0,35,301290,56990,358280,10236,57200,20900,126000,0,0,505180
2024-10-01,火,0,0,0,0,0,37,285450,69040,354490,9580,69740,19400,3300,3300,0,380490
2024-10-02,水,0,0,0,0,0,40,276980,76910,353890,8847,28370,7700,1650,3300,0,366540
2024-10-03,木,0,0,0,0,0,38,334510,60250,394760,10388,40360,26400,0,0,0,421160
2024-10-04,金,0,0,0,0,0,34,313500,86370,399870,11760,15310,4400,0,0,0,404270
2024-10-05,土,32,112320,22820,135140,4223,36,350660,51280,401940,11165,161970,29150,0,0,0,566230
2024-10-06,日,28,85680,13310,98990,3535,41,322410,69690,392100,9563,108170,38500,2770,0,0,532360
2024-10-07,月,0,0,0,0,0,42,419320,91170,510490,12154,25610,24750,1210,0,0,536450
2024-10-08,火,0,0,0,0,0,43,420640,49400,470040,10931,43860,23100,0,0,0,493140
2024-10-09,水,0,0,0,0,0,45,384230,66150,450380,10008,56370,28600,0,0,0,478980
2024-10-10,木,0,0,0,0,0,44,369600,45300,414900,9429,63630,23650,0,0,0,438550
2024-10-11,金,0,0,0,0,0,42,361230,78710,439940,10474,65270,24200,0,0,0,464140
2024-10-12,土,36,147840,27300,175140,4865,30,377850,99000,476850,15895,148300,13200,0,0,0,665190
2024-10-13,日,34,123860,13930,137790,4052,39,378840,64800,443640,11375,198440,36300,0,0,0,617730
2024-10-14,月,35,133980,19580,153560,4387,41,384560,76350,460910,11241,214230,31350,2860,0,0,648680
2024-10-15,火,0,0,0,0,0,36,329010,76070,405080,11252,84880,22000,1560,0,0,428640
2024-10-16,水,0,0,0,0,0,40,430430,82700,513130,12828,85800,19800,0,0,0,532930
2024-10-17,木,0,0,0,0,0,40,384010,67050,451060,11276,85190,20500,1650,0,0,473210
2024-10-18,金,0,0,0,0,0,36,359150,64560,423710,11769,31550,22000,0,0,0,445710
2024-10-19,土,10,46640,5580,52220,5222,28,255750,44540,300290,10724,1600,31900,1650,0,0,386060
2024-10-20,日,25,120340,26060,146400,5856,34,306130,58390,364520,10721,140350,25850,4950,0,0,541720
2024-10-21,月,0,0,0,0,0,39,381350,48230,429580,11014,85770,22150,1650,0,0,453380
2024-10-22,火,0,0,0,0,0,44,344190,74360,418550,9512,88310,24750,0,0,0,443300
2024-10-23,水,0,0,0,0,0,53,475640,37100,512740,9674,0,0,0,0,0,512740
2024-10-24,木,0,0,0,0,0,31,375100,44550,419650,13537,77820,0,0,0,0,419650
2024-10-25,金,0,0,0,0,0,36,303600,66270,369870,10274,90100,23100,1560,0,0,394530
2024-10-26,土,31,129690,38620,168310,5429,39,336930,71340,408270,10468,190690,26950,20000,0,0,623530
2024-10-27,日,35,135080,18950,154030,4400,41,410190,86820,497010,12122,165640,31900,4070,0,0,687010
2024-10-28,月,0,0,0,0,0,36,342760,58440,401200,11144,29020,16500,0,0,0,417700
2024-10-29,火,0,0,0,0,0,42,390500,59100,449600,10704,110960,25850,24000,0,0,499450
2024-10-30,水,0,0,0,0,0,32,283690,43330,327020,10219,82010,20900,95000,0,0,442920
2024-10-31,木,0,0,0,0,0,37,374440,55960,430400,11632,74050,23650,51560,0,0,505610
2024-11-01,金,0,0,0,0,0,39,391270,88020,479290,12289,32080,24750,0,0,0,504040
2024-11-02,土,27,96580,19410,115990,4295,39,433930,53150,487080,12489,88750,30800,1210,0,0,635080
2024-11-03,日,32,127600,9470,137070,4283,40,367950,59540,427490,10687,108980,34100,0,0,0,598660
2024-11-04,月,15,49060,2890,51950,3463,37,371910,48040,419950,11350,36900,24750,1650,0,0,498300
2024-11-05,火,0,0,0,0,0,39,340230,68320,408550,10475,86030,22150,1650,0,0,432350
2024-11-06,水,0,0,0,0,0,27,261690,35980,297670,11024,48780,6600,1650,0,0,305920
2024-11-07,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-08,金,0,0,0,0,0,37,343200,55880,399080,10785,62100,25850,0,0,0,424930
2024-11-09,土,28,104720,12610,117330,4190,40,348040,70450,418490,10462,78090,34100,0,0,0,569920
2024-11-10,日,20,53482,3650,57132,2856,37,330220,64980,395200,10681,93480,26400,0,0,0,478732
2024-11-11,月,0,0,0,0,0,36,380270,66750,447020,12417,37120,24750,0,0,0,471770
2024-11-12,火,0,0,0,0,0,28,264330,96270,360600,12878,36670,8800,0,0,0,369400
2024-11-13,水,0,0,0,0,0,38,374770,66030,440800,11600,61120,26950,0,0,0,467750
2024-11-14,木,0,0,0,0,0,33,309320,39230,348550,10562,67250,20900,1560,0,0,371010
2024-11-15,金,0,0,0,0,0,32,340870,65520,406390,12699,63280,20900,0,0,0,427290
2024-11-16,土,27,82632,21770,104402,3866,33,329890,54320,384210,11642,59730,30250,0,0,0,518862
2024-11-17,日,15,62480,11200,73680,4912,35,395890,68750,464640,13275,19630,24750,0,0,0,563070
2024-11-18,月,0,0,0,0,0,27,253990,45160,299150,11079,51410,14850,2420,0,0,316420
2024-11-19,火,0,0,0,0,0,39,403040,45420,448460,11498,32810,29700,1560,0,0,479720
2024-11-20,水,0,0,0,0,0,29,238370,42840,281210,9696,94300,26400,0,0,0,307610
2024-11-21,木,0,0,0,0,0,36,333410,56750,390160,10837,83760,28050,2860,0,0,421070
2024-11-22,金,0,0,0,0,0,39,355520,45810,401330,10290,40900,23650,1650,0,0,426630
2024-11-23,土,33,132990,22880,155870,4723,0,0,0,0,0,0,12650,0,0,0,168520
2024-11-24,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-25,月,0,0,0,0,0,38,352220,47930,400150,10530,101170,22550,2860,0,0,425560
2024-11-26,火,0,0,0,0,0,0,0,0,0,0,30740,0,0,0,0,0
2024-11-27,水,0,0,0,0,0,36,303050,68670,371720,10325,35200,26400,3300,0,0,401420
2024-11-28,木,0,0,0,0,0,34,332090,61240,393330,11568,68580,29150,0,0,0,422480
2024-11-29,金,0,0,0,0,0,28,257400,33550,290950,10391,49020,23100,0,0,0,314050
2024-11-30,土,13,48070,13910,61980,4767,37,342320,54710,397030,10730,106010,30800,178000,0,0,667810
2024-12-01,日,23,60280,15280,75560,3285,36,367180,71170,438350,12176,133160,33000,1650,0,0,548560
2024-12-02,月,0,0,0,0,0,26,259050,28640,287690,11065,79220,25300,0,0,0,312990
2024-12-03,火,0,0,0,0,0,34,323290,48700,371990,10940,65240,28050,1560,0,0,401600
2024-12-04,水,0,0,0,0,0,14,133220,13050,146270,10447,50100,10450,0,0,0,156720
2024-12-05,木,0,0,0,0,0,24,254210,38450,292660,12194,103430,25300,0,0,0,318060
2024-12-06,金,0,0,0,0,0,0,0,0,0,0,30310,0,0,0,0,0
2024-12-07,土,27,88000,18080,106080,3928,35,344740,58060,402800,11508,112970,30800,0,0,0,539680
2024-12-08,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-09,月,0,0,0,0,0,20,244970,36080,281050,14052,82980,19250,0,0,0,300300
2024-12-10,火,0,0,0,0,0,31,360800,51180,411980,13289,124120,26950,0,0,0,438930
2024-12-11,水,0,0,0,0,0,28,343090,37050,380140,13576,102000,24200,2770,0,0,407110
2024-12-12,木,0,0,0,0,0,38,427790,59190,486980,12815,82840,20900,0,0,0,507880
2024-12-13,金,0,0,0,0,0,39,413710,66370,480080,12309,72140,29700,0,0,0,509780
2024-12-14,土,13,55220,3300,58520,4501,40,472560,78390,550950,13773,165140,26400,1650,0,0,637520
2024-12-15,日,20,66330,7190,73520,3676,35,382250,40640,422890,12082,120740,33000,0,0,0,529410
2024-12-16,月,0,0,0,0,0,36,370480,40820,411300,11425,79970,9900,0,0,0,421200
2024-12-17,火,0,0,0,0,0,38,448800,49060,497860,13101,111330,26950,1210,0,0,526020
2024-12-18,水,0,0,0,0,0,39,398750,52760,451510,11577,103720,29700,0,0,0,481210
2024-12-19,木,0,0,0,0,0,40,413270,36790,450060,11251,89470,26400,1650,0,0,478110
2024-12-20,金,0,0,0,0,0,37,495550,74310,569860,15401,115080,25300,0,0,0,595160
2024-12-21,土,32,148390,27360,175750,5492,41,414260,93090,507350,12374,108460,39050,0,0,0,722150
2024-12-22,日,23,131450,18960,150410,6539,40,554510,77390,631900,15797,235970,31900,51210,0,0,865420
2024-12-23,月,8,51810,4850,56660,7082,38,590260,57910,648170,17057,175330,62700,0,0,0,767530
2024-12-24,火,17,109230,28240,137470,8086,36,599940,77530,677470,18818,188340,68200,3120,0,0,886260
2024-12-25,水,29,190960,21380,212340,7322,38,632940,91680,724620,19068,222210,67100,0,0,0,1004060
2024-12-26,木,0,0,0,0,0,38,364480,41780,406260,10691,271910,17050,1560,0,0,424870
2024-12-27,金,0,0,0,0,0,41,413120,64760,477880,11655,154720,24200,1650,0,0,503730
2024-12-28,土,22,80410,22400,102810,4673,37,417540,50250,467790,12642,207450,34650,1560,0,0,606810
2024-12-29,日,29,97460,12510,109970,3792,43,400450,70890,471340,10961,202090,35200,1210,0,0,617720
2024-12-30,月,0,0,0,0,0,38,429550,92210,521760,13730,244480,26950,20000,0,0,568710
2024-12-31,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01,水,0,0,0,0,0,0,0,0,0,0,84780,0,0,0,0,0
2025-01-02,木,0,0,0,0,0,41,381540,59100,440640,10747,234650,27500,0,0,0,468140
2025-01-03,金,0,0,0,0,0,37,414100,46580,460680,12450,173240,20350,2860,0,0,483890
2025-01-04,土,32,117920,8090,126010,3937,38,375860,82300,458160,12056,181260,33550,0,0,0,617720
2025-01-05,日,31,100540,29730,130270,4202,36,372820,84570,457390,12705,172630,31350,1560,0,0,620570
2025-01-06,月,0,0,0,0,0,28,236280,22720,259000,9250,64830,6600,0,0,0,265600
2025-01-07,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-08,水,0,0,0,0,0,32,336620,40810,377430,11794,142690,23100,0,0,0,400530
2025-01-09,木,0,0,0,0,0,37,344980,57480,402460,10877,109180,26400,1650,0,0,430510
2025-01-10,金,0,0,0,0,0,37,324890,42460,367350,9928,87160,28050,0,0,0,395400
2025-01-11,土,18,65560,15820,81380,4521,38,389720,52300,442020,11632,81390,24200,0,0,0,547600
2025-01-12,日,16,37620,2940,40560,2535,39,342900,86960,429860,11022,131490,24750,0,0,0,495170
2025-01-13,月,19,76230,8590,84820,4464,37,367080,36230,403310,10900,116370,29150,51650,0,0,568930
2025-01-14,火,0,0,0,0,0,39,354540,52800,407340,10444,85740,29700,0,0,0,437040
2025-01-15,水,0,0,0,0,0,34,301180,56040,357220,10506,131520,23650,0,0,0,380870
2025-01-16,木,0,0,0,0,0,24,237820,24740,262560,10940,67620,21450,0,0,0,284010
2025-01-17,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-18,土,13,34870,9440,44310,3408,40,348420,49360,397780,9944,107900,24750,1650,0,0,468490
2025-01-19,日,31,88924,21470,110394,3561,35,362070,73310,435380,12439,138560,26950,1210,0,0,573934
2025-01-20,月,0,0,0,0,0,24,220610,41140,261750,10906,148350,25300,71000,0,0,358050
2025-01-21,火,0,0,0,0,0,37,335980,56060,392040,10595,89480,23650,1650,0,0,417340
2025-01-22,水,0,0,0,0,0,25,219230,49420,268650,10746,103280,15950,0,0,0,284600
2025-01-23,木,0,0,0,0,0,37,369420,57950,427370,11550,108690,23100,0,0,0,450470
2025-01-24,金,0,0,0,0,0,28,262360,42990,305350,10905,101950,21450,0,0,0,326800
2025-01-25,土,28,89760,13980,103740,3705,42,368550,67740,436290,10387,149460,30250,1650,0,0,571930
2025-01-26,日,17,65340,10170,75510,4441,38,391660,51720,443380,11667,183460,25850,0,0,0,544740
2025-01-27,月,0,0,0,0,0,38,362360,83630,445990,11736,154830,24200,0,0,0,470190
2025-01-28,火,0,0,0,0,0,41,423280,54950,478230,11664,127500,20900,59420,0,0,558550
2025-01-29,水,0,0,0,0,0,38,369930,54220,424150,11161,112610,24200,0,0,0,448350
2025-01-30,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-31,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-01,土,19,44220,9650,53870,2835,40,405590,72340,477930,11948,151240,26400,1650,0,0,559850
2025-02-02,日,23,92180,17950,110130,4788,37,314600,55790,370390,10010,105860,11000,1210,0,0,492730
2025-02-03,月,0,0,0,0,0,45,411180,125310,536490,11922,86440,18700,59650,3300,0,618140
2025-02-04,火,0,0,0,0,0,38,342430,68570,411000,10815,158180,25850,0,0,0,436850
2025-02-05,水,0,0,0,0,0,0,0,0,0,0,124470,0,0,0,0,0
2025-02-06,木,0,0,0,0,0,40,404700,59830,464530,11613,245680,24750,1650,0,0,490930
2025-02-07,金,0,0,0,0,0,39,366420,83370,449790,11533,199000,26950,0,0,0,476740
2025-02-08,土,18,77660,15770,93430,5190,0,0,0,0,0,78070,8800,0,0,0,102230
2025-02-09,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-10,月,0,0,0,0,0,40,363650,79270,442920,11073,227750,25850,33210,0,0,501980
2025-02-11,火,16,67540,13420,80960,5060,0,0,0,0,0,65320,6600,0,0,0,87560
2025-02-12,水,0,0,0,0,0,34,349990,43860,393850,11583,167490,4400,0,0,0,398250
2025-02-13,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-14,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-15,土,0,0,0,0,0,37,382900,57170,440070,11893,38980,23100,0,0,0,463170
2025-02-16,日,12,56400,12890,69290,5774,37,371720,43420,415140,11220,137120,31350,0,0,0,515780
2025-02-17,月,0,0,0,0,0,41,359500,60420,419920,10241,131670,27500,45000,0,0,492420
2025-02-18,火,0,0,0,0,0,37,323090,60950,384040,10379,95780,15400,0,0,0,399440
2025-02-19,水,0,0,0,0,0,31,297690,44890,342580,11050,43930,9900,3300,0,0,355780
2025-02-20,木,0,0,0,0,0,33,326060,30320,356380,10799,137070,18150,0,0,0,387530
2025-02-21,金,0,0,0,0,0,37,371060,46100,417160,11274,80660,22550,0,0,0,439710
2025-02-22,土,14,54890,5850,60740,4338,38,360820,50370,411190,10820,137010,25850,1650,0,0,499430
2025-02-23,日,19,55440,12870,68310,3595,39,349690,54600,404290,10366,115190,28600,0,0,0,501200
2025-02-24,月,22,61930,9200,71130,3233,36,392150,42790,434940,12081,109370,22550,4770,0,0,533390
2025-02-25,火,0,0,0,0,0,37,322520,67870,390390,10551,76750,24200,0,0,0,414590
2025-02-26,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-27,木,0,0,0,0,0,37,311520,56700,368220,9951,63380,25850,0,0,0,394070
2025-02-28,金,0,0,0,0,0,35,304370,47520,351890,10054,90530,23100,32000,0,0,406990
2025-03-01,土,16,56210,18950,75160,4697,37,351450,77070,428520,11581,118100,26950,3210,0,0,533840
2025-03-02,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-03,月,0,0,0,0,0,35,328680,50020,378700,10820,54240,23650,19650,0,0,422000
2025-03-04,火,0,0,0,0,0,23,223430,21670,245100,10656,20780,16500,1210,0,0,262810
2025-03-05,水,0,0,0,0,0,41,373010,48760,421770,10287,97810,6600,1650,0,0,430020
2025-03-06,木,0,0,0,0,0,31,270050,36050,306100,9874,44240,25300,0,0,0,331400
2025-03-07,金,0,0,0,0,0,0,0,0,0,0,18290,0,0,0,0,0
2025-03-08,土,21,69960,8630,78590,3742,42,436480,85160,521640,12420,89560,26950,0,0,0,627180
2025-03-09,日,20,59070,30790,89860,4493,42,402380,79110,481490,11464,17430,29150,1650,0,0,602150
2025-03-10,月,0,0,0,0,0,38,322410,57010,379420,9984,69380,28600,0,0,0,408020
2025-03-11,火,0,0,0,0,0,36,313950,49380,363330,10092,93570,24200,52560,0,0,440090
2025-03-12,水,0,0,0,0,0,29,253880,31980,285860,9857,95660,25850,0,0,0,311710
2025-03-13,木,0,0,0,0,0,28,254430,58840,313270,11188,88720,28600,0,0,0,341870
2025-03-14,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-15,土,17,59400,9800,69200,4070,40,359700,85410,445110,11127,72480,30800,1650,0,0,546760
2025-03-16,日,28,101640,16440,118080,4217,26,263260,45580,308840,11878,114600,15950,0,0,0,442870
2025-03-17,月,0,0,0,0,0,23,205150,37500,242650,10550,81020,25300,45000,0,1200,312950
2025-03-18,火,0,0,0,0,0,35,324870,52030,376900,10768,94350,25300,1650,0,900,403850
2025-03-19,水,0,0,0,0,0,40,328150,53860,382010,9550,80720,29700,1000,0,1200,412710
2025-03-20,木,26,100650,15370,116020,4462,40,409200,45230,454430,11360,105500,30250,1560,0,0,602260
2025-03-21,金,0,0,0,0,0,40,383130,49640,432770,10819,71760,23650,0,0,1600,456420
2025-03-22,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-23,日,0,0,0,0,0,41,374240,66240,440480,10743,16710,20900,3120,0,0,464500
2025-03-24,月,0,0,0,0,0,42,392780,66750,459530,10941,113770,20350,107560,0,2400,587440
2025-03-25,火,0,0,0,0,0,34,259380,55920,315300,9273,84030,26400,0,0,6400,341700
2025-03-26,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-27,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-31,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-02,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-03,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-04,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-05,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-06,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-07,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-08,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-09,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-10,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-11,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-12,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-13,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-14,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-15,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-16,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-17,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-18,金,0,0,0,0,0,14,131860,20020,151880,10848,0,16500,1560,0,0,169940
2025-04-19,土,0,0,0,0,0,15,190410,29990,220400,14693,0,14850,1210,0,0,236460
2025-04-20,日,0,0,0,0,0,11,100870,23740,124610,11328,0,6600,0,0,0,131210
2025-04-21,月,0,0,0,0,0,15,155870,30130,186000,12400,0,17600,2420,0,0,206020
2025-04-22,火,0,0,0,0,0,9,87450,24550,112000,12444,0,7700,0,0,0,119700
2025-04-23,水,0,0,0,0,0,14,133320,33020,166340,11881,0,9900,0,0,0,176240
2025-04-24,木,0,0,0,0,0,6,54560,10200,64760,10793,0,11000,0,0,0,75760
2025-04-25,金,0,0,0,0,0,38,347050,42980,390030,10263,80040,42900,1650,0,1650,434580
2025-04-26,土,18,59290,11710,71000,3944,32,314270,69940,384210,12006,104560,34950,3300,0,7050,493460
2025-04-27,日,27,87780,9710,97490,3610,40,381700,60680,442380,11059,117150,40300,1650,0,5550,581820
2025-04-28,月,0,0,0,0,0,40,341110,40440,381550,9538,136280,45100,53000,0,2250,479650
2025-04-29,火,25,87670,11980,99650,3986,31,319750,49020,368770,11895,14120,12100,0,0,900,480520
2025-04-30,水,0,0,0,0,0,42,365860,75230,441090,10502,26370,48400,0,0,0,489490
2025-05-01,木,0,0,0,0,0,38,349470,71850,421320,11087,182310,41800,0,0,0,463120
2025-05-02,金,0,0,0,0,0,38,331980,62930,394910,10392,11100,45100,0,0,0,440010
2025-05-03,土,33,122980,20970,143950,4362,41,319330,79670,399000,9731,143220,55000,0,0,0,597950
2025-05-04,日,24,71830,20590,92420,3850,44,369490,73570,443060,10069,125040,48400,1560,0,0,585440
2025-05-05,月,17,84150,15850,100000,5882,43,384340,81700,466040,10838,235950,48400,100000,0,0,714440
2025-05-06,火,30,115390,17040,132430,4414,40,339240,71500,410740,10268,140240,50600,0,0,0,593770
2025-05-07,水,0,0,0,0,0,11,97020,23360,120380,10943,36520,8800,0,0,0,129180
2025-05-08,木,0,0,0,0,0,24,253220,39550,292770,12198,57320,38500,0,0,0,331270
2025-05-09,金,0,0,0,0,0,43,343000,57620,400620,9316,48290,50600,1650,0,0,452870
2025-05-10,土,22,71940,12190,84130,3824,31,292460,62750,355210,11458,23220,4400,1210,0,0,444950
2025-05-11,日,23,80124,14370,94494,4108,32,299420,49590,349010,10906,79310,13200,1650,0,0,458354
2025-05-12,月,0,0,0,0,0,31,253660,43840,297500,9596,97500,37400,68000,0,1600,402900
2025-05-13,火,0,0,0,0,0,32,317680,48770,366450,11451,78100,37400,0,0,0,403850
2025-05-14,水,0,0,0,0,0,34,309650,59250,368900,10850,67240,45100,0,0,0,414000
2025-05-15,木,0,0,0,0,0,38,359260,52590,411850,10838,57470,40700,0,0,0,452550
2025-05-16,金,0,0,0,0,0,35,337570,54130,391700,11191,134360,37400,1650,0,0,430750
2025-05-17,土,16,71140,48800,119940,7496,37,374470,99360,473830,12806,68880,12100,0,0,9600,605870
2025-05-18,日,18,79840,54900,134740,7485,46,420220,70380,490600,10665,113580,48400,1210,0,10800,674950
2025-05-19,月,0,0,0,0,0,38,315810,58340,374150,9846,82240,33000,68420,0,0,475570
2025-05-20,火,0,0,0,0,0,45,452540,92130,544670,12103,63130,48400,0,0,0,593070
2025-05-21,水,0,0,0,0,0,53,434600,169600,604200,11400,59290,0,0,0,31800,604200
2025-05-22,木,0,0,0,0,0,22,200310,30990,231300,10513,29570,33000,0,0,0,264300
2025-05-23,金,0,0,0,0,0,34,381360,117500,498860,14672,66300,6600,0,0,18600,505460
2025-05-24,土,28,106920,13940,120860,4316,38,363220,59590,422810,11126,133670,40150,0,0,1600,583820
2025-05-25,日,12,59400,65400,124800,10400,31,283140,28160,311300,10041,14590,31900,1210,0,0,469210
2025-05-26,月,0,0,0,0,0,31,287430,57530,344960,11127,47290,37400,87210,0,0,469570
2025-05-27,火,0,0,0,0,0,33,308220,55260,363480,11014,98960,37400,1560,0,0,402440
2025-05-28,水,0,0,0,0,0,38,364650,55740,420390,11062,56760,42900,0,0,0,463290
2025-05-29,木,0,0,0,0,0,16,262800,108400,371200,23200,72100,0,0,0,9600,371200
2025-05-30,金,0,0,0,0,0,38,328050,80970,409020,10763,56010,22000,0,0,10200,431020
2025-05-31,土,28,99990,20810,120800,4314,40,355960,69050,425010,10625,168540,45800,1650,0,0,593260
2025-06-01,日,27,100980,37470,138450,5127,40,319110,55370,374480,9362,214780,44000,0,0,0,556930
2025-06-02,月,0,0,0,0,0,34,332200,43590,375790,11052,56000,45100,94000,0,0,514890
2025-06-03,火,0,0,0,0,0,37,367070,60510,427580,11556,53310,30250,0,0,0,457830
2025-06-04,水,0,0,0,0,0,27,244800,75710,320510,11870,36850,68900,0,0,12600,389410
2025-06-05,木,0,0,0,0,0,26,239910,51660,291570,11214,66400,25300,1650,0,0,318520
2025-06-06,金,0,0,0,0,0,37,353760,75040,428800,11589,77490,38650,3300,0,0,470750
2025-06-07,土,18,60060,10040,70100,3894,36,287210,62870,350080,9724,81870,39600,1650,3300,0,464730
2025-06-08,日,0,0,0,0,0,60,850440,229700,1080140,18002,168130,0,0,0,33600,1080140
2025-06-09,月,0,0,0,0,0,38,341110,79060,420170,11057,113610,42900,53000,0,0,516070
2025-06-10,火,0,0,0,0,0,36,315810,51280,367090,10196,80630,45100,0,0,0,412190
2025-06-11,水,0,0,0,0,0,33,304040,52600,356640,10807,43970,12100,2770,0,0,371510
